period,Year,Month,Day,Hour,AP,C6,CO,NO,NO2,NOX,O3,PM10,PM25,RF,RH,RT,SO2,SR,TOL,WD,WS,XYL
25-03-2016 10:00,2016,3,25,10,948.58,0.27,2.31,25.1,38.43,63.54,13.57,132.52,105.48,0,20.29,36.86,22.61,441.25,1.62,17.7,0.37,0.44
25-03-2016 11:00,2016,3,25,11,948.24,0.23,2.34,28.32,38.88,67.2,15.31,134.59,85.26,0,17.06,39.36,22.87,516.2,1.58,17.69,0.55,0.5
25-03-2016 12:00,2016,3,25,12,947.28,0.17,2.36,32.07,38.96,71.03,17.33,157,89.66,0,16.04,40.91,22.92,557,1.33,17.83,0.72,0.36
25-03-2016 13:00,2016,3,25,13,946.09,0.21,2.38,67.22,39.2,106.43,36.34,187.41,91,0,13.68,43.4,23.06,577.49,1.67,17.83,0.87,0.47
25-03-2016 14:00,2016,3,25,14,945.11,0.2,2.42,56.6,40.29,96.89,30.6,180.07,97.81,0,16.17,40.71,23.7,286.76,1.75,17.71,1.14,0.52
25-03-2016 15:00,2016,3,25,15,944.4,0.09,2.42,29.26,37.77,67.03,15.82,152.44,87.93,0,27.03,39.26,22.21,433.66,0.96,17.81,2.48,0.29
25-03-2016 16:00,2016,3,25,16,944.3,0.05,2.37,29.19,39.15,68.34,15.78,165.04,81.74,0,31.55,36.77,23.03,218.98,0.68,17.5,2.51,0.2
25-03-2016 17:00,2016,3,25,17,944.72,0.06,2.33,27.81,39.52,67.33,15.03,141.59,96.33,0,38.87,34.57,23.25,94.42,0.6,17.68,2.57,0.18
25-03-2016 18:00,2016,3,25,18,945.66,0.05,2.3,26.24,39.88,66.12,14.18,137,89.63,0,47.9,32.18,23.46,20.39,0.63,17.01,2.38,0.22
25-03-2016 19:00,2016,3,25,19,946.61,0.07,2.25,24.51,39.58,64.09,13.25,95.26,78.63,0,54,30.44,23.28,0.26,1.13,17.24,1.68,0.31
25-03-2016 20:00,2016,3,25,20,947.45,0.08,2.25,25.39,38.97,64.37,13.73,76.93,88.07,0,57.99,29,22.93,0.03,1.29,17.23,1.51,0.44
25-03-2016 21:00,2016,3,25,21,948.24,0.08,2.27,37.05,38.61,75.66,20.03,60.52,64.45,0,61.42,27.78,22.71,0.01,0.95,16.83,1.5,0.35
25-03-2016 22:00,2016,3,25,22,948.72,0.07,2.29,46.88,37.86,84.74,25.34,55.44,62.55,0,64.46,26.85,22.27,0,0.95,16.97,1.54,0.33
25-03-2016 23:00,2016,3,25,23,948.64,0.08,2.3,58.57,37.37,95.94,31.66,60.11,54.48,0,65.99,26.32,21.99,0,0.9,16.78,1.17,0.29
26-03-2016 00:00,2016,3,26,0,948.4,0.05,2.28,55.55,38.54,94.08,30.02,62.7,58.96,0,67.17,25.9,22.67,0.01,0.81,16.79,0.98,0.26
26-03-2016 01:00,2016,3,26,1,948.21,0.04,2.27,54.87,40.24,95.11,29.66,53.62,62.55,0,67.81,25.62,23.67,0,0.59,17.02,0.74,0.21
26-03-2016 02:00,2016,3,26,2,947.62,0.03,2.26,50.41,40.89,91.29,27.25,58.81,68.96,0,68.96,24.95,24.05,0.07,0.41,16.83,0.38,0.12
26-03-2016 03:00,2016,3,26,3,946.95,0.07,2.24,47.78,40.62,88.39,25.83,65.11,70.85,0,67.26,24.86,23.89,0.02,0.5,16.79,0.59,0.11
26-03-2016 04:00,2016,3,26,4,946.85,0.04,2.25,45.42,41.06,86.49,24.55,54.93,66.71,0,66.04,24.55,24.16,0,0.42,16.68,0.47,0.12
26-03-2016 05:00,2016,3,26,5,947.38,0.04,2.24,44.19,40.93,85.12,23.89,46.19,63.42,0,66.89,24.25,24.08,0.02,0.38,16.75,0.69,0.11
26-03-2016 06:00,2016,3,26,6,947.86,0.05,2.23,45.1,40.16,85.26,24.38,55.22,74.16,0,70.63,23.92,23.63,1.07,0.54,16.87,0.55,0.16
26-03-2016 07:00,2016,3,26,7,948.21,0.06,2.23,45.49,38.93,84.42,24.59,62.96,74.28,0,72.54,24.41,22.9,51.54,0.67,17.03,0.75,0.16
26-03-2016 08:00,2016,3,26,8,948.8,0.18,2.26,21.48,39.94,61.42,11.61,85.3,101.47,0,60.1,27.72,23.49,170.2,0.98,17.04,0.38,0.28
26-03-2016 09:00,2016,3,26,9,949.17,0.17,2.27,22.65,38.97,61.62,12.25,98.37,105.14,0,38.57,33.31,22.92,336.79,1.1,17.4,0.45,0.32
26-03-2016 10:00,2016,3,26,10,948.9,0.18,2.29,39.39,39.49,78.88,21.29,121.3,92.98,0,25.79,37.07,23.23,475.67,1.18,17.67,0.36,0.32
26-03-2016 11:00,2016,3,26,11,948.25,0.42,2.33,32.86,39.29,72.16,17.76,136.93,106.45,0,20.34,38.96,23.12,568.62,2.93,17.67,0.88,1.03
26-03-2016 12:00,2016,3,26,12,947.33,0.35,2.4,31.42,35.26,66.69,16.99,139,104.71,0,15.54,41.56,20.75,620.1,2.63,18.03,0.9,0.89
26-03-2016 13:00,2016,3,26,13,946.11,0.19,2.46,29.63,39.1,68.73,16.02,129.63,91.12,0,10.24,42.51,23,610.93,2.02,18.2,1,0.68
26-03-2016 14:00,2016,3,26,14,945.13,0.12,2.47,29.67,41.2,70.87,16.04,110.11,65.82,0,10.12,42.41,24.23,449.9,1.56,18.04,1,0.49
26-03-2016 15:00,2016,3,26,15,944.37,0.11,2.47,31.43,40.53,71.96,16.99,104.44,62.86,0,12.89,41.64,23.84,382.6,1.36,18.12,1.3,0.38
26-03-2016 16:00,2016,3,26,16,944.13,0.1,2.43,31.93,41.05,72.99,17.26,158.52,77.59,0,20.99,38.01,24.15,213.97,1.2,18.06,2.25,0.35
26-03-2016 17:00,2016,3,26,17,944.41,0.07,2.37,32.52,41.21,73.73,17.58,163.74,102.32,0,26.53,36.26,24.24,110.25,1.01,17.63,2.48,0.31
26-03-2016 18:00,2016,3,26,18,945.13,0.19,2.32,35.98,41.27,77.25,19.45,142.56,107.72,0,40.84,33.1,24.28,19.47,0.83,17.57,2.37,0.26
26-03-2016 19:00,2016,3,26,19,946.22,0.26,2.3,32.32,40.14,72.47,17.47,121.96,117.44,0,47.63,30.95,23.61,0.2,1.12,17.5,1.93,0.35
26-03-2016 20:00,2016,3,26,20,946.9,0.22,2.29,31.97,38.91,70.88,17.28,107.07,111.27,0,49.32,29.82,22.89,0.07,1.13,16.99,1.64,0.37
26-03-2016 21:00,2016,3,26,21,947.33,0.24,2.32,61.22,39.09,100.31,33.09,98.19,101.42,0,51.07,29.12,23,0.04,1.55,17.05,1.05,0.54
26-03-2016 22:00,2016,3,26,22,947.7,0.23,2.34,72.69,37.33,110.02,39.29,86.78,85.41,0,52.45,28.46,21.96,0,1.66,17.01,0.66,0.57
26-03-2016 23:00,2016,3,26,23,947.72,0.14,2.35,59.86,38.56,98.42,32.36,82.44,77.85,0,59.84,27.21,22.68,0,1.39,16.85,0.54,0.45
27-03-2016 00:00,2016,3,27,0,947.31,0.15,2.34,56.57,38.93,95.5,30.58,75.19,84.73,0,58.64,26.56,22.9,0,1.14,16.84,0.5,0.31
27-03-2016 01:00,2016,3,27,1,947.05,0.11,2.33,55.33,41.43,96.76,29.91,64.62,62.85,0,61.08,26.07,24.37,0.04,0.91,16.77,0.54,0.16
27-03-2016 02:00,2016,3,27,2,946.7,0.07,2.32,51.06,42.24,93.31,27.6,65.56,62.43,0,62.83,25.53,24.85,0.01,0.7,16.82,0.38,0.13
27-03-2016 03:00,2016,3,27,3,946.33,0.07,2.32,47.11,42.59,89.7,25.47,66.85,56.99,0,65.98,24.57,25.05,0.02,0.48,16.77,0.31,0.09
27-03-2016 04:00,2016,3,27,4,946.1,0.07,2.33,44.38,41.08,85.46,23.99,79.78,54.28,0,68.52,24.04,24.17,0,0.77,16.75,0.31,0.12
27-03-2016 05:00,2016,3,27,5,946.87,0.17,2.33,42.17,42.23,84.41,22.8,82.85,72.76,0,64.99,24.35,24.84,0.03,0.93,16.9,0.73,0.15
27-03-2016 06:00,2016,3,27,6,947.18,0.13,2.31,42.11,42.14,84.25,22.77,74.48,58.1,0,60.48,24.37,24.79,1.01,0.96,16.73,0.35,0.2
27-03-2016 07:00,2016,3,27,7,947.48,0.24,2.32,27.61,41.07,68.67,14.92,80.67,71.2,0,60.39,24.48,24.16,33.75,1.12,16.98,0.66,0.21
27-03-2016 08:00,2016,3,27,8,948.16,0.29,2.35,22.58,40.99,63.57,12.21,89.67,102.99,0,53.72,26.33,24.11,137.29,1.12,16.8,0.57,0.26
27-03-2016 09:00,2016,3,27,9,948.72,0.28,2.34,23.47,40.45,63.92,12.69,108.89,120.79,0,32.24,31.94,23.79,266.82,1.36,17.48,0.85,0.36
27-03-2016 10:00,2016,3,27,10,948.74,0.11,2.35,25.88,39.43,65.31,13.99,109.44,112.77,0,22.55,35.87,23.19,473.36,0.93,17.57,0.75,0.24
27-03-2016 11:00,2016,3,27,11,948.08,0.1,2.34,27.19,38.39,65.58,14.7,129.44,108.44,0,14.65,39.08,22.58,588.74,0.98,17.7,0.75,0.22
27-03-2016 12:00,2016,3,27,12,947.1,0.08,2.34,31.92,38.6,70.52,17.25,123.63,81.57,0,11.14,41.47,22.7,636.14,1.18,17.82,0.87,0.29
27-03-2016 13:00,2016,3,27,13,946.04,0.17,2.34,33.33,40.44,73.77,18.02,125.41,81.26,0,8.36,42.74,23.79,618.52,1.56,17.92,0.95,0.36
27-03-2016 14:00,2016,3,27,14,944.86,0.09,2.34,34.02,40.71,74.72,18.39,105.56,58.13,0,7.89,42.13,23.95,546.66,1.07,17.99,1.35,0.26
27-03-2016 15:00,2016,3,27,15,944.05,0.07,2.32,30.04,40.95,70.99,16.24,92.63,65.94,0,11.38,39.42,24.09,169.76,0.88,17.95,1.19,0.18
27-03-2016 16:00,2016,3,27,16,943.82,0.04,2.29,27.82,40.25,68.08,15.04,164.26,91.87,0,13.31,38.34,23.67,245.69,0.62,17.8,1.77,0.2
27-03-2016 17:00,2016,3,27,17,944.26,0.03,2.23,27.59,39.89,67.48,14.91,138.67,69.57,0,14.41,36.43,23.46,101.37,0.36,17.58,1.26,0.11
27-03-2016 18:00,2016,3,27,18,944.8,0.04,2.18,28.39,39.45,67.84,15.35,103.04,76.08,0,19.43,34.18,23.21,13.26,0.67,17.49,0.93,0.2
27-03-2016 19:00,2016,3,27,19,945.53,0.1,2.15,28.42,39.87,68.29,15.36,93.74,92.49,0,28.59,32.65,23.45,0.54,1.17,17.3,0.77,0.36
27-03-2016 20:00,2016,3,27,20,946.65,0.18,2.16,28.45,39.49,67.94,15.37,104.07,102.67,0,35.75,31.36,23.23,0,1.31,17.16,0.58,0.36
27-03-2016 21:00,2016,3,27,21,947.51,0.26,2.2,26.96,38.97,65.92,14.57,101.74,130.43,0,37.94,30.22,22.92,0.01,1.8,17.06,0.58,0.56
27-03-2016 22:00,2016,3,27,22,947.89,0.18,2.27,41.85,38.66,80.51,22.62,89.93,103.46,0,37.6,29.29,22.74,0.01,1.42,17.06,0.36,0.46
27-03-2016 23:00,2016,3,27,23,947.92,0.2,2.26,44.98,38.17,83.15,24.32,95.67,80.1,0,39.79,28.01,22.45,0.03,2.14,16.94,0.28,0.69
28-03-2016 00:00,2016,3,28,0,947.84,0.71,2.25,38.47,39.35,77.82,20.8,102.11,81.26,0,44.45,26.85,23.15,0,4.67,16.84,0.28,2
28-03-2016 01:00,2016,3,28,1,947.38,0.72,2.24,38.72,40.25,78.98,20.93,105.56,90.53,0,45.51,26.32,23.68,0.03,5.47,16.8,0.28,2.87
28-03-2016 02:00,2016,3,28,2,946.86,0.27,2.25,44.9,41.5,86.4,24.27,94.93,73.24,0,45.97,25.49,24.41,0.03,3.35,16.71,0.3,1.52
28-03-2016 03:00,2016,3,28,3,946.3,0.15,2.25,45.96,42.5,88.47,24.85,72.56,71.71,0,47.15,24.36,25,0.02,1.79,16.71,0.31,0.66
28-03-2016 04:00,2016,3,28,4,946.16,0.08,2.26,43.32,42.06,85.38,23.41,60.48,59.21,0,48.07,23.74,24.74,0.06,0.87,16.65,0.28,0.24
28-03-2016 05:00,2016,3,28,5,946.73,0.09,2.26,40.56,42.42,82.98,21.92,59.85,41.65,0,50.56,22.77,24.95,0.02,0.99,16.6,0.28,0.22
28-03-2016 06:00,2016,3,28,6,947.35,0.14,2.26,34.86,42.4,77.26,18.85,67.67,39,0,53.49,22.24,24.94,2.29,1.24,16.56,0.28,0.29
28-03-2016 07:00,2016,3,28,7,948.19,0.24,2.34,22.41,41.22,63.62,12.11,70.7,64.57,0,52.69,23.27,24.25,48.75,1.38,16.66,0.29,0.36
28-03-2016 08:00,2016,3,28,8,948.91,0.4,2.34,22.14,40.36,62.49,11.96,93.15,123.55,0,42.11,27.59,23.74,199.26,1.64,16.99,0.37,0.5
28-03-2016 09:00,2016,3,28,9,949.06,0.35,2.36,24.5,40.27,64.77,13.24,105.52,123.62,0,26.14,33.58,23.69,353.26,1.86,17.42,0.32,0.63
28-03-2016 10:00,2016,3,28,10,949,0.39,2.4,27.17,39.29,66.47,14.69,130,130.52,0,19.5,35.41,23.11,482.67,2.3,17.82,1.11,0.72
28-03-2016 11:00,2016,3,28,11,948.77,0.47,2.45,29.52,40.56,70.08,15.96,151.04,120.92,0,13.26,38.93,23.86,615.8,3.36,17.68,0.78,1.32
28-03-2016 12:00,2016,3,28,12,947.93,0.28,2.54,28.79,40.73,69.52,15.56,125.89,101.1,0,8.57,40.23,23.96,666.29,2.68,18.15,0.96,1.18
28-03-2016 13:00,2016,3,28,13,946.69,0.21,2.58,32.14,40.11,72.25,17.38,102.26,75.84,0,6.63,41.49,23.59,650.89,2.38,18.07,0.71,0.81
28-03-2016 14:00,2016,3,28,14,945.51,0.13,2.58,32.49,40.64,73.13,17.56,93.04,60.92,0,5.63,43.05,23.91,570.72,2.74,18.04,0.76,0.56
28-03-2016 15:00,2016,3,28,15,944.64,0.09,2.33,85.58,41.96,127.54,46.26,104.78,56.42,0,6.36,42.19,24.68,421.08,1.59,18.03,0.57,0.37
28-03-2016 16:00,2016,3,28,16,944.28,0.11,1.95,104.73,44.98,149.71,56.61,107.85,70.49,0,8.84,40.16,26.46,222.3,1.87,17.91,0.39,0.41
28-03-2016 17:00,2016,3,28,17,944.48,0.16,1.65,69.37,38.69,108.06,37.5,90.11,90.9,0,12.18,37.9,22.76,143.87,2.37,17.75,1.51,0.61
28-03-2016 18:00,2016,3,28,18,945.24,0.13,1.67,83.15,36.81,119.96,44.94,148.33,95.7,0,16.99,34.23,21.66,29.08,1.54,17.43,1.9,0.5
28-03-2016 19:00,2016,3,28,19,946.24,0.23,2.24,25.64,33.78,59.43,13.86,182.85,90.85,0,18.18,31.87,19.87,0.61,1.92,17.37,1.15,0.71
28-03-2016 20:00,2016,3,28,20,947.1,0.17,2.66,23.61,37.4,61.01,12.76,118,66.98,0,18.49,30.21,22,0,1.93,17.22,0.69,0.78
28-03-2016 21:00,2016,3,28,21,947.76,0.16,2.68,24.35,38.7,63.05,13.16,80.44,59.59,0,21.6,28.65,22.77,0,1.64,16.99,0.37,0.68
28-03-2016 22:00,2016,3,28,22,948,0.32,2.72,28.22,37.9,66.11,15.26,75.15,66.67,0,24.06,27.84,22.29,0,2.83,16.96,0.51,1.3
28-03-2016 23:00,2016,3,28,23,947.87,0.38,2.7,27.33,39.07,66.4,14.77,72.44,69.7,0,24.76,27.05,22.98,0,3.31,16.93,0.52,1.7
29-03-2016 00:00,2016,3,29,0,947.38,0.28,2.68,27.69,42.1,69.79,14.97,63.48,56.36,0,31.67,25.96,24.76,0,2.71,16.84,0.8,1.34
29-03-2016 01:00,2016,3,29,1,946.93,0.2,2.67,29.7,41.29,70.98,16.05,62,50.59,0,35.17,24.96,24.29,0,1.91,16.79,0.7,0.88
29-03-2016 02:00,2016,3,29,2,946.45,0.22,2.65,28.8,41.28,70.07,15.57,56.04,54.26,0,34.79,24.54,24.28,0,2.04,16.54,0.68,0.81
29-03-2016 03:00,2016,3,29,3,946.32,0.11,2.64,29.34,41.39,70.73,15.86,50.74,43.07,0,38.41,23.22,24.35,0,1.38,16.66,0.29,0.57
29-03-2016 04:00,2016,3,29,4,946.31,0.13,2.64,27.36,40.89,68.25,14.79,50,36.74,0,39.98,22.5,24.05,0,1.41,16.61,0.31,0.44
29-03-2016 05:00,2016,3,29,5,946.94,0.1,2.63,27.03,41.23,68.27,14.61,44.89,28.33,0,42.91,22.23,24.26,0,0.95,16.59,0.28,0.3
29-03-2016 06:00,2016,3,29,6,947.8,0.16,2.62,25.14,40.83,65.96,13.59,64.44,46.61,0,41.24,22.13,24.01,2.82,1.58,16.57,0.3,0.47
29-03-2016 07:00,2016,3,29,7,948.57,0.37,3.48,21.86,40.21,62.07,11.82,101.22,78.98,0,41.48,23.36,23.66,48.97,2.15,16.69,0.29,0.75
29-03-2016 08:00,2016,3,29,8,949.19,0.8,3.73,20.63,39.5,60.13,11.15,154.7,170.09,0,34.71,27.71,23.24,207.11,2.75,16.99,0.45,1.05
29-03-2016 09:00,2016,3,29,9,949.37,0.58,3.66,23,38.55,61.55,12.43,132.33,149.2,0,18.65,34.14,22.67,367.03,2.56,17.48,0.29,1.04
29-03-2016 10:00,2016,3,29,10,949.21,0.37,3.59,26.58,37.17,63.75,14.37,105.7,108.05,0,10.84,36.81,21.86,502.74,2.25,17.85,0.61,0.84
29-03-2016 11:00,2016,3,29,11,948.78,0.27,3.21,25.85,38.98,64.82,13.97,111.37,77.28,0,5.92,38.39,22.93,623.27,2.27,17.72,1.03,0.8
29-03-2016 12:00,2016,3,29,12,948.09,0.33,3.19,30.08,40.61,70.69,16.26,88.3,64.48,0,4.61,40.45,23.89,665.68,2.84,17.95,0.85,1.06
29-03-2016 13:00,2016,3,29,13,946.91,0.19,3.14,32.29,39.28,71.57,17.45,86.56,56.99,0,3.8,41.76,23.11,652.95,2.07,18.02,0.95,0.68
29-03-2016 14:00,2016,3,29,14,945.79,0.14,3.09,43.5,40.48,83.98,23.52,101.48,48.27,0,3.31,42.01,23.81,577.66,1.57,18.1,1.3,0.5
29-03-2016 15:00,2016,3,29,15,944.91,0.13,3.04,51.34,41.22,92.55,27.75,89.52,55.58,0,4.13,41.82,24.25,452,1.7,17.88,1.14,0.45
29-03-2016 16:00,2016,3,29,16,944.73,0.1,2.97,35.03,40.29,75.32,18.93,96.37,41.55,0,7.61,39.58,23.7,300.27,1.56,17.85,1.44,0.43
29-03-2016 17:00,2016,3,29,17,945.08,0.12,2.89,31.84,40.65,72.49,17.21,113.33,69.9,0,9.65,37.46,23.91,150.95,1.6,17.86,1.8,0.52
29-03-2016 18:00,2016,3,29,18,945.72,0.11,2.8,23.98,40.15,64.12,12.96,125.37,75.86,0,11.02,34.28,23.61,31.76,1.23,17.59,1.87,0.39
29-03-2016 19:00,2016,3,29,19,946.6,0.19,2.78,24.7,38.55,63.24,13.35,121.89,71.71,0,21.06,31.83,22.67,0.74,2.09,17.22,1.3,0.73
29-03-2016 20:00,2016,3,29,20,947.43,0.31,2.74,23.45,38.21,61.66,12.68,110.78,76.15,0,28.08,30.05,22.48,0.01,1.9,17.01,0.93,0.72
29-03-2016 21:00,2016,3,29,21,948.1,0.29,2.76,24.51,39.71,64.23,13.25,90.26,82.15,0,30.02,28.48,23.36,0,1.89,17.03,0.37,0.74
29-03-2016 22:00,2016,3,29,22,948.4,0.39,2.78,24.91,36.77,61.69,13.47,86.15,66.69,0,28.21,27.78,21.63,0,2.81,16.91,0.38,1.17
29-03-2016 23:00,2016,3,29,23,948.22,0.3,2.78,25.18,36.99,62.17,13.61,72.37,51.12,0,25.56,26.92,21.76,0,2.64,16.69,0.65,1.23
30-03-2016 00:00,2016,3,30,0,947.9,0.15,2.76,24.47,37.85,62.33,13.23,58.93,27.69,0,29.36,25.87,22.27,0,1.55,16.76,0.3,0.57
30-03-2016 01:00,2016,3,30,1,947.58,0.18,2.74,23.8,38.61,62.41,12.86,65.53,32.59,0,38.09,24.03,22.71,0,1.41,16.68,0.3,0.45
30-03-2016 02:00,2016,3,30,2,947.08,0.15,2.75,23.7,37.86,61.56,12.81,71.26,36.58,0,38.28,23.5,22.27,0,0.99,16.63,0.28,0.29
30-03-2016 03:00,2016,3,30,3,946.53,0.11,2.75,23.35,38.53,61.89,12.63,58.37,45.58,0,39.01,23.08,22.67,0,0.87,16.61,0.28,0.21
30-03-2016 04:00,2016,3,30,4,946.25,0.1,2.73,23.09,37.91,61,12.48,48.33,39.27,0,39.45,22.88,22.3,0,0.93,16.57,0.44,0.22
30-03-2016 05:00,2016,3,30,5,946.59,0.14,2.73,22.98,37.45,60.43,12.42,48.7,32.85,0,39.09,22.23,22.03,0,1.39,16.49,0.46,0.36
30-03-2016 06:00,2016,3,30,6,947.21,0.11,2.72,22.1,36.53,58.64,11.95,42.19,27.71,0,39.88,21.73,21.49,2.3,1.18,16.54,0.28,0.32
30-03-2016 07:00,2016,3,30,7,948.09,0.18,2.69,19.84,36.99,56.83,10.72,68.26,52.75,0,41.84,22.42,21.76,52.74,1.28,16.61,0.28,0.33
30-03-2016 08:00,2016,3,30,8,948.91,0.39,2.67,20.94,36.79,57.73,11.32,84.07,78.46,0,32.09,28.01,21.64,219.9,1.54,17.04,0.29,0.5
30-03-2016 09:00,2016,3,30,9,949.29,0.53,2.67,21.84,36.15,57.98,11.81,112.41,111.18,0,15.9,34.34,21.26,375.43,2.45,17.46,0.32,0.92
30-03-2016 10:00,2016,3,30,10,949.16,0.51,2.74,22.57,35.77,58.34,12.2,129.78,120.29,0,7.79,36.6,21.04,503.32,3.08,17.63,0.65,1.29
30-03-2016 11:00,2016,3,30,11,948.98,0.35,2.81,24.16,36.55,60.71,13.06,100.48,84.95,0,4.73,38.07,21.5,610.22,2.76,17.93,0.69,1.1
30-03-2016 12:00,2016,3,30,12,948.31,0.21,2.82,24.79,35.34,60.14,13.4,95.85,76.42,0,2.76,40.32,20.79,672.26,2.17,18.08,0.91,0.76
30-03-2016 13:00,2016,3,30,13,947.27,0.1,2.81,24.35,35.26,59.61,13.16,89.19,64.84,0,2.79,41.55,20.74,658.45,1.72,17.99,0.85,0.54
30-03-2016 14:00,2016,3,30,14,946.11,0.15,2.8,26.11,37.28,63.39,14.11,80.33,34.67,0,3.52,41.55,21.93,580.69,1.83,17.74,1.21,0.53
30-03-2016 15:00,2016,3,30,15,945.26,0.14,2.75,24.15,39.32,63.47,13.05,82.41,42.88,0,5.03,41.26,23.13,456.33,1.67,18.18,1.61,0.55
30-03-2016 16:00,2016,3,30,16,945.12,0.07,2.71,22.76,38.53,61.29,12.3,113.67,55.3,0,7.9,39.43,22.66,308.16,1.89,17.61,1.81,0.42
30-03-2016 17:00,2016,3,30,17,945.34,0.11,2.67,24.06,36.24,60.3,13.01,119,67.3,0,11.81,37.15,21.32,145.83,2.5,17.59,1.84,0.65
30-03-2016 18:00,2016,3,30,18,945.96,0.21,2.7,26.43,35.98,62.41,14.28,101.96,53.55,0,21.65,34.06,21.17,26.96,1.89,17.34,1.44,0.63
30-03-2016 19:00,2016,3,30,19,946.83,0.26,2.65,22.9,34.7,57.6,12.38,113.48,75.03,0,29.64,31.06,20.42,0.39,1.98,17.18,1.09,0.77
30-03-2016 20:00,2016,3,30,20,947.56,0.3,2.63,21.49,37.88,59.37,11.62,118.56,97.03,0,32.57,29.57,22.28,0,2.13,17.18,0.68,0.92
30-03-2016 21:00,2016,3,30,21,948.12,0.39,2.69,24.77,36.39,61.16,13.39,102.81,97.42,0,35.92,28.43,21.41,0,2.83,17.01,0.36,1.27
30-03-2016 22:00,2016,3,30,22,948.46,0.41,2.71,24.65,33.93,58.59,13.33,105.11,81.55,0,42.72,26.58,19.96,0.02,3.14,16.87,0.3,1.55
30-03-2016 23:00,2016,3,30,23,948.28,0.23,2.68,23.67,35.98,59.65,12.8,92.37,59.26,0,46.02,25.57,21.17,0.02,1.79,16.8,0.28,0.83
31-03-2016 00:00,2016,3,31,0,947.75,0.14,2.67,23.26,36.29,59.55,12.57,82.33,65.38,0,47.17,24.98,21.35,0.01,1.23,16.75,0.28,0.48
31-03-2016 01:00,2016,3,31,1,947.33,0.13,2.65,23.13,36.72,59.84,12.5,71.62,54.12,0,48.17,24.24,21.6,0,1.05,16.68,0.3,0.35
31-03-2016 02:00,2016,3,31,2,946.79,0.2,2.64,23.09,36.36,59.44,12.48,62.33,49.42,0,48.49,23.47,21.39,0.01,1.82,16.66,0.28,0.6
31-03-2016 03:00,2016,3,31,3,946.44,0.15,2.64,22.75,35.33,58.09,12.3,61,47.28,0,44.52,23.66,20.78,0,1.61,16.68,0.41,0.55
31-03-2016 04:00,2016,3,31,4,946.42,0.18,2.65,23.01,36.76,59.77,12.44,52.48,48.72,0,44.74,23.09,21.62,0.01,1.82,16.57,0.61,0.61
31-03-2016 05:00,2016,3,31,5,946.93,0.15,2.64,23.16,35.81,58.96,12.52,46.74,48.14,0,45.97,21.92,21.06,0,1.7,16.55,0.29,0.55
31-03-2016 06:00,2016,3,31,6,947.5,0.14,2.63,20.96,36.03,57,11.34,46.85,41.13,0,46.64,21.47,21.19,2.42,1.46,16.6,0.46,0.47
31-03-2016 07:00,2016,3,31,7,948.04,0.15,2.64,20.82,34.98,55.8,11.25,56.37,43.43,0,44.33,22.55,20.58,56,0.93,16.57,0.71,0.28
31-03-2016 08:00,2016,3,31,8,948.92,0.34,2.68,20.95,34.61,55.56,11.32,92.07,106.66,0,32.64,27.71,20.36,218.51,1.26,17.01,0.32,0.37
31-03-2016 09:00,2016,3,31,9,949.36,0.3,2.67,21.69,35.21,56.9,11.72,98.85,108.42,0,21.66,33.01,20.71,369.64,1.38,17.4,0.28,0.48
31-03-2016 10:00,2016,3,31,10,949.23,0.34,2.28,22.4,35.63,58.03,12.11,107.52,83.82,0,7.78,37.19,20.96,523.12,1.62,17.66,0.6,0.53
31-03-2016 11:00,2016,3,31,11,948.65,0.22,2.33,23.98,34.98,58.95,12.96,91.96,57.68,0,5.98,37.74,20.58,619.72,2.03,17.56,1.64,0.69
31-03-2016 12:00,2016,3,31,12,947.53,0.17,2.36,24.17,34.85,59.02,13.06,92.41,50.57,0,4.67,38.8,20.5,671.8,1.8,17.93,1.64,0.63
31-03-2016 13:00,2016,3,31,13,946.34,0.14,2.38,24.05,36.61,60.65,13,87.04,43.13,0,3.16,40.4,21.53,672.39,2.51,18.18,1.68,0.81
31-03-2016 14:00,2016,3,31,14,945.3,0.09,2.39,24.04,37.48,61.52,13,91.11,29.98,0,3.54,41.72,22.05,602.67,2.11,17.96,1.39,2.09
31-03-2016 15:00,2016,3,31,15,944.53,0.12,2.36,23.81,37.49,61.3,12.87,80.93,46.03,0,4.96,40.79,22.05,481.45,2.78,17.95,1.68,1.13
31-03-2016 16:00,2016,3,31,16,944.13,0.1,2.32,22.56,39.06,61.63,12.2,85.81,52.43,0,6.5,40.24,22.98,317.31,1.86,17.81,1.34,0.69
31-03-2016 17:00,2016,3,31,17,944.14,0.14,2.29,22.47,37.89,60.36,12.15,75.07,52.14,0,9.43,38.48,22.29,162.24,2.45,17.85,0.82,0.85
31-03-2016 18:00,2016,3,31,18,944.41,0.13,2.26,22,36.95,58.94,11.89,72.15,70.03,0,14.27,34.53,21.73,31.35,1.98,17.68,0.93,0.92
31-03-2016 19:00,2016,3,31,19,945.13,0.21,2.3,23.04,33.68,56.72,12.45,76.26,66.13,0,20.49,32.14,19.81,0.77,3.39,17.28,0.96,1.52
31-03-2016 20:00,2016,3,31,20,945.98,0.27,2.3,21.91,37.18,59.09,11.85,92.33,76.16,0,34.77,30.5,21.87,0.02,2.17,17.29,1.5,1.01
31-03-2016 21:00,2016,3,31,21,946.63,0.13,2.36,23.48,37.01,60.49,12.69,83.93,89.16,0,29.84,29.2,21.77,0,1.27,17.06,0.85,0.45
