period,Year,Month,Day,Hour,AP,C6,CO,NO,NO2,NOX,O3,PM10,PM25,RF,RH,RT,SO2,SR,TOL,WD,WS,XYL
07-01-2016 12:00,2016,1,7,12,952.68,0.6,2.05,26.06,24.05,50.11,14.08,240.22,159.55,0,28.27,31.6,14.15,374.74,3.41,17.42,0.61,1.71
07-01-2016 13:00,2016,1,7,13,951.54,0.42,1.97,22.42,23.47,45.88,12.12,208.19,133.59,0,25.04,33.5,13.8,384.83,3.09,17.41,0.55,1.47
07-01-2016 14:00,2016,1,7,14,950.59,0.36,1.62,23.69,25.71,49.4,12.8,189.97,108.08,0,22.08,33.61,15.12,342.2,2.72,17.48,1.03,1.26
07-01-2016 15:00,2016,1,7,15,950.03,0.22,1.59,24.35,26.17,50.52,13.16,145.68,71.08,0,23.04,32.7,15.39,236.2,2.22,17.65,1.06,1.07
07-01-2016 16:00,2016,1,7,16,949.89,0.26,1.8,21.53,23.52,45.05,11.64,136.18,72.59,0,25.28,30.3,13.83,114.53,2.79,17.26,0.78,1.43
07-01-2016 17:00,2016,1,7,17,950.18,0.45,3.57,20.58,20.57,41.15,11.12,116.99,54.59,0,33.33,27.8,12.1,29.27,3.72,17.03,0.3,1.98
07-01-2016 18:00,2016,1,7,18,950.6,1.65,8.22,20.68,24.8,45.47,11.18,167.47,95.68,0,44.67,24.87,14.59,1.98,10.61,16.83,0.28,5.85
07-01-2016 19:00,2016,1,7,19,951.33,2.68,12.73,21.72,24.7,46.41,11.74,262.36,194.2,0,52.06,23.07,14.53,0.11,18.02,16.71,0.28,10.82
07-01-2016 20:00,2016,1,7,20,952.05,3.64,12.42,19.94,24.29,44.23,10.78,298.98,260.8,0,54.98,22.16,14.29,0.07,25.5,16.63,0.28,15.74
07-01-2016 21:00,2016,1,7,21,952.68,3.25,12.62,20.79,24.59,45.38,11.24,283.19,248.9,0,58.26,21.01,14.47,0.05,21.68,16.56,0.28,13.9
07-01-2016 22:00,2016,1,7,22,952.9,3.51,11.53,21.32,25.05,46.36,11.52,316.14,251.74,0,60.99,20.42,14.73,0,23.76,16.52,0.28,14.96
07-01-2016 23:00,2016,1,7,23,952.8,3.12,8.31,20.53,25.97,46.5,11.1,356.15,265.65,0,64.33,19.47,15.27,0,19.97,16.48,0.28,12.85
08-01-2016 00:00,2016,1,8,0,952.87,1.68,2.66,20.73,24.94,45.67,11.2,285.55,232.55,0,64.76,19.05,14.67,0,11.37,16.45,0.28,7.97
08-01-2016 01:00,2016,1,8,1,952.67,0.5,1.35,19.57,25.06,44.64,10.58,168.87,129.94,0,67.78,18.17,14.74,0,4.47,16.42,0.28,3.45
08-01-2016 02:00,2016,1,8,2,952.32,0.21,1.05,20.3,25.62,45.92,10.97,112.33,85.87,0,69.95,17.67,15.07,0,2.21,16.44,0.31,1.74
08-01-2016 03:00,2016,1,8,3,951.85,0.16,0.89,19.44,25.6,45.04,10.51,98.34,77.94,0,71.41,17.5,15.06,0.01,1.72,16.42,0.64,1.25
08-01-2016 04:00,2016,1,8,4,951.61,0,0,0,0,0,0,0,0,0,71.39,17.07,0,0.07,0,16.37,0.46,0
08-01-2016 05:00,2016,1,8,5,951.72,0,0,0,0,0,0,0,0,0,72.57,16.74,0,0.06,0,16.49,0.54,0
08-01-2016 06:00,2016,1,8,6,952.25,0,0,0,0,0,0,0,0,0,73.52,16.33,0,0.1,0,16.46,0.41,0
08-01-2016 07:00,2016,1,8,7,953.17,0,0,0,0,0,0,0,0,0,74.91,16.43,0,10.57,0,16.67,0.66,0
08-01-2016 08:00,2016,1,8,8,954.13,0.62,1.82,21.7,25.47,47.05,11.73,144.17,90.83,0,71.14,17.93,14.98,71.38,1.77,16.64,0.51,0.82
08-01-2016 09:00,2016,1,8,9,954.76,0.6,2.05,20.85,23.62,44.47,11.27,215.92,150.35,0,57.86,22.21,13.9,181.6,1.83,16.81,0.31,0.86
08-01-2016 10:00,2016,1,8,10,954.86,0.57,2.35,22.19,24.1,46.29,11.99,212.62,154.62,0,42.12,26.81,14.17,275.81,2.68,17.07,0.65,1.38
08-01-2016 11:00,2016,1,8,11,954.29,0.57,1.96,21.63,23.04,44.68,11.69,204.22,146.4,0,33.18,29.17,13.56,354.44,2.98,17.33,0.51,1.51
08-01-2016 12:00,2016,1,8,12,953.19,0.38,1.74,21.88,23.67,45.56,11.83,179.86,117.15,0,28.44,31.35,13.93,396.49,2.53,17.47,0.74,1.28
08-01-2016 13:00,2016,1,8,13,951.78,0.33,1.48,22.15,24.29,46.44,11.98,159.32,104.41,0,22.72,33.55,14.29,402.27,2.62,17.52,0.57,1.21
08-01-2016 14:00,2016,1,8,14,950.77,0.23,1.35,21.65,24.66,46.31,11.7,134.54,93.72,0,18.49,33.74,14.5,354.22,2.23,17.46,0.83,1
08-01-2016 15:00,2016,1,8,15,949.96,0.13,1.18,20.91,24.62,45.53,11.3,101.97,58.28,0,16.46,34.07,14.48,259.64,1.74,17.47,0.61,0.84
08-01-2016 16:00,2016,1,8,16,949.68,0.15,1.27,21.28,25.9,47.18,11.5,94.35,48.63,0,16.98,32.33,15.24,148.71,1.94,17.36,0.42,1.01
08-01-2016 17:00,2016,1,8,17,949.78,0.14,3.56,21.2,25.7,46.9,11.46,92.35,64.02,0,30.2,28.97,15.12,50.94,2.12,17.11,0.28,1.02
08-01-2016 18:00,2016,1,8,18,950.29,1.67,9.89,20.82,25.75,46.57,11.26,167.11,139.5,0,44.6,24.66,15.15,3.44,12.29,16.83,0.28,6.99
08-01-2016 19:00,2016,1,8,19,950.84,2.94,13.26,22.05,22.9,44.95,11.92,297.04,243.2,0,52.7,22.34,13.47,0.07,22.87,16.65,0.28,13.93
08-01-2016 20:00,2016,1,8,20,951.35,3.59,11.91,21.02,23.42,44.44,11.36,330.07,270.96,0,55.86,20.73,13.77,0.05,24.56,16.55,0.28,16.1
08-01-2016 21:00,2016,1,8,21,951.83,3.49,10.97,20.93,24.41,45.35,11.32,298.99,242.65,0,56.24,20.27,14.36,0.07,23.25,16.46,0.38,15
08-01-2016 22:00,2016,1,8,22,952.07,2.16,3.66,21.23,24.66,45.88,11.47,301.92,244.6,0,53.22,19.73,14.5,0.11,14.93,16.45,0.38,10.31
08-01-2016 23:00,2016,1,8,23,951.86,0.75,1.72,21.19,25.23,46.43,11.45,186.11,149.05,0,57.92,18.69,14.84,0.06,5.89,16.42,0.45,4.66
09-01-2016 00:00,2016,1,9,0,951.5,0.22,1.16,20.97,24.72,45.69,11.34,129.65,98.08,0,60.03,18.36,14.54,0.02,2.76,16.57,0.66,2.21
09-01-2016 01:00,2016,1,9,1,951.11,0.15,0.96,20.79,25,45.79,11.24,205.9,81.89,0,63.09,17.59,14.7,0,1.64,16.25,0.6,1.25
09-01-2016 02:00,2016,1,9,2,950.6,0.12,0.86,21.12,25.56,46.68,11.41,266.92,80.84,0,65.41,17.01,15.03,0,1.25,16.39,0.6,0.82
09-01-2016 03:00,2016,1,9,3,950.02,0.1,0.86,21.28,26.37,47.65,11.5,211.62,64.14,0,68.07,16.29,15.51,0,0.88,16.34,0.46,0.57
09-01-2016 04:00,2016,1,9,4,949.82,0.1,0.79,21.35,26.17,47.52,11.54,180.67,67.74,0,69.1,16.09,15.39,0,0.85,16.33,0.63,0.47
09-01-2016 05:00,2016,1,9,5,950.03,0.07,0.79,20.45,24.97,45.42,11.05,169.57,57.2,0,69.53,15.74,14.68,0,0.67,16.27,0.75,0.36
09-01-2016 06:00,2016,1,9,6,950.65,0.1,0.97,20.8,25.43,46.23,11.24,160.58,55.84,0,69.05,15.68,14.96,0.01,0.66,16.27,0.83,0.33
09-01-2016 07:00,2016,1,9,7,951.25,0.23,1.26,20.79,25.61,46.4,11.24,117.78,67.8,0,70.01,15.65,15.06,7.48,0.75,16.34,0.76,0.35
09-01-2016 08:00,2016,1,9,8,952.06,0.37,1.62,21.51,24.6,46.11,11.63,125.49,108.82,0,66.74,17.21,14.47,74.59,1.15,16.5,0.63,0.49
09-01-2016 09:00,2016,1,9,9,952.67,0.53,1.76,21.52,24.42,45.95,11.63,229.58,130.33,0,51.03,22.11,14.37,206.51,1.72,16.88,0.9,0.81
09-01-2016 10:00,2016,1,9,10,952.72,0.4,1.47,23.42,23.47,46.89,12.66,209.78,121.2,0,33.94,27.8,13.8,322.87,2.04,17.29,0.67,0.96
09-01-2016 11:00,2016,1,9,11,952.07,0.27,1.59,22.85,28.05,50.91,12.35,175.44,108.88,0,25.86,30.44,16.5,392.27,2.03,17.44,0.69,1.01
09-01-2016 12:00,2016,1,9,12,950.92,0.35,1.63,22.9,22.62,45.52,12.38,170,112.06,0,21.97,31.78,13.31,417.41,2.38,17.66,0.93,1.02
09-01-2016 13:00,2016,1,9,13,949.35,0.25,1.54,23.53,25.28,48.81,12.71,148.51,83.46,0,19.86,32.91,14.87,399.31,2.32,17.52,0.85,1.03
09-01-2016 14:00,2016,1,9,14,948.35,0.17,1.21,22.54,26.03,48.58,12.19,145.65,83.9,0,16.71,33.73,15.31,355.32,1.67,17.52,0.65,0.74
09-01-2016 15:00,2016,1,9,15,947.75,0.16,1.38,21.38,27.58,48.97,11.56,116.42,58.02,0,17.4,32.9,16.22,262.81,1.62,17.55,0.92,0.76
09-01-2016 16:00,2016,1,9,16,947.67,0.12,1.34,21.37,26.02,47.39,11.55,103.39,59.75,0,18.58,32.18,15.31,157.81,1.53,17.42,0.58,0.74
09-01-2016 17:00,2016,1,9,17,947.97,0.27,3.34,22.63,26.94,49.56,12.23,111.04,55.94,0,28.02,28.45,15.85,41.22,2.67,17.13,0.35,1.29
09-01-2016 18:00,2016,1,9,18,948.55,1.43,7.79,22.85,26.93,49.78,12.35,178.2,126.66,0,41.26,24.54,15.84,4.19,9.35,16.81,0.28,5.19
09-01-2016 19:00,2016,1,9,19,949.24,2.36,11.08,20.73,26.38,47.1,11.2,251.43,203.23,0,49.48,22.25,15.52,0.11,16.21,16.66,0.34,9.21
09-01-2016 20:00,2016,1,9,20,950.14,2.55,7.78,20.06,25.09,45.15,10.84,288.76,249.56,0,49.75,21.32,14.76,0.08,20.07,16.6,0.37,11.56
09-01-2016 21:00,2016,1,9,21,950.71,1.53,2.56,20.08,23.77,43.86,10.86,256.25,223.12,0,48.64,20.93,13.99,0.13,10.26,16.57,1.05,6.81
09-01-2016 22:00,2016,1,9,22,951.13,0.77,2.84,20.22,23.5,43.73,10.93,176.59,150.4,0,53.51,19.95,13.83,0.16,5.22,16.42,0.39,3.48
09-01-2016 23:00,2016,1,9,23,951.18,0.65,1.7,20.53,25.89,46.42,11.1,154.43,105.97,0,58.63,18.85,15.23,0.07,4.59,16.48,0.67,3.08
10-01-2016 00:00,2016,1,10,0,950.75,0.24,1.22,19.69,27.12,46.81,10.65,116.05,89.87,0,61.63,18.26,15.95,0,2.19,16.47,0.49,1.48
10-01-2016 01:00,2016,1,10,1,950.39,0.17,1.01,19.93,26.62,46.56,10.77,99.79,74.52,0,64.72,17.65,15.66,0,1.59,16.49,0.5,1
10-01-2016 02:00,2016,1,10,2,950.03,0.12,0.91,20.86,25.77,46.64,11.28,94.72,72,0,66.39,16.88,15.16,0,1.01,16.33,0.54,0.55
10-01-2016 03:00,2016,1,10,3,949.92,0.1,0.86,20.96,25.83,46.79,11.33,82.51,62.73,0,67.07,16.54,15.19,0,0.81,16.42,0.63,0.38
10-01-2016 04:00,2016,1,10,4,950.06,0.1,0.86,20.85,24.95,45.8,11.27,149.76,64.37,0,69.24,15.94,14.68,0,0.69,16.45,0.54,0.29
10-01-2016 05:00,2016,1,10,5,950.38,0.09,0.86,21.28,25.74,47.01,11.5,167.47,44.74,0,70.98,15.55,15.14,0.02,0.67,16.45,0.53,0.26
10-01-2016 06:00,2016,1,10,6,950.96,0.12,0.93,21.26,25.02,46.28,11.49,145.84,53.65,0,72.41,14.9,14.72,0.14,0.69,16.45,0.5,0.24
10-01-2016 07:00,2016,1,10,7,951.63,0.16,1.14,21.26,24.77,46.02,11.49,119.66,61.91,0,72.59,14.99,14.57,11.39,0.87,16.4,0.53,0.28
10-01-2016 08:00,2016,1,10,8,952.48,0.28,1.42,20.82,25.54,46.36,11.25,128.13,94.19,0,67.31,17.07,15.02,93.39,0.98,16.55,0.47,0.34
10-01-2016 09:00,2016,1,10,9,952.94,0.62,1.85,21.79,23.71,45.5,11.78,244.4,127.01,0,50.19,22.98,13.95,211.97,1.41,16.83,0.28,0.49
10-01-2016 10:00,2016,1,10,10,953,0.74,1.84,21.19,24.58,45.77,11.46,272.28,169.09,0,33.06,27.44,14.46,326.1,1.92,17.26,0.55,0.71
10-01-2016 11:00,2016,1,10,11,952.52,0.38,1.8,21.41,23.92,45.33,11.58,212.27,130.48,0,27,29.33,14.07,398.33,2.02,17.23,0.88,0.83
10-01-2016 12:00,2016,1,10,12,951.36,0.32,1.64,21.09,25.28,46.38,11.4,187.5,115.26,0,21.45,31.62,14.87,444.72,2.02,17.34,0.92,0.86
10-01-2016 13:00,2016,1,10,13,949.87,0.27,1.35,21.43,25.35,46.78,11.58,178.43,108.1,0,18.02,32.74,14.91,440.8,2.14,17.52,1.19,0.94
10-01-2016 14:00,2016,1,10,14,948.78,0.13,1.19,21.04,27.29,48.33,11.37,156.48,64.01,0,16.02,33.4,16.05,383.91,1.36,17.46,1.17,0.62
10-01-2016 15:00,2016,1,10,15,948.21,0.09,1.16,20.63,26.62,47.24,11.15,113.38,61.9,0,16.94,33.07,15.66,293.92,1.22,17.45,1.13,0.55
10-01-2016 16:00,2016,1,10,16,948.19,0.08,1.34,20.83,25.73,46.56,11.26,98.43,54.57,0,19.37,31.8,15.14,171.25,0.96,17.25,1.01,0.4
10-01-2016 17:00,2016,1,10,17,948.57,0.18,2.65,20.6,25.44,46.04,11.13,99.47,58.06,0,26.82,28.91,14.97,47.95,1.92,17.16,0.37,0.85
10-01-2016 18:00,2016,1,10,18,949.46,0.54,4.19,20.76,25.98,46.74,11.22,127.12,95.29,0,37.63,24.27,15.29,3.24,4.35,16.81,0.28,2.39
10-01-2016 19:00,2016,1,10,19,950.46,1.23,8.5,21.16,24.45,45.61,11.44,180.66,144.15,0,47.61,22.01,14.38,0.09,8.43,16.65,0.28,4.75
10-01-2016 20:00,2016,1,10,20,951.44,2.19,10.2,21.59,24.62,46.21,11.67,284.67,203.42,0,53.47,20.71,14.48,0.07,16.13,16.56,0.28,8.46
10-01-2016 21:00,2016,1,10,21,952.13,2.61,5.41,20.91,24.64,45.55,11.3,303.36,213.84,0,53.23,20.08,14.5,0.08,17.6,16.52,0.41,10
10-01-2016 22:00,2016,1,10,22,952.34,1.14,2.35,20.79,25.29,46.08,11.24,216.72,187.02,0,54.39,19.4,14.88,0.09,7.34,16.45,0.57,4.87
10-01-2016 23:00,2016,1,10,23,952.3,0.47,1.63,20.64,24.98,45.62,11.15,156.09,125.52,0,57.34,18.67,14.69,0.04,4.2,16.39,0.63,2.55
11-01-2016 00:00,2016,1,11,0,952,0.28,1.25,20.65,25.12,45.77,11.16,139.61,91.4,0,60.64,17.92,14.78,0,2.46,16.32,0.47,1.39
11-01-2016 01:00,2016,1,11,1,951.69,0.14,0.97,20.6,25.97,46.57,11.13,112.53,76.05,0,63.21,17.31,15.28,0,1.56,16.32,0.61,0.81
11-01-2016 02:00,2016,1,11,2,951.38,0.07,0.86,20.45,26.11,46.56,11.06,95.5,60.51,0,65.58,16.84,15.36,0,1.07,16.33,0.79,0.45
11-01-2016 03:00,2016,1,11,3,950.97,0.08,0.81,21.02,26.46,47.48,11.36,83.96,51.26,0,66.4,16.45,15.57,0,0.77,16.38,1,0.29
11-01-2016 04:00,2016,1,11,4,950.95,0.06,0.79,21.05,25.52,46.56,11.38,68.85,49.16,0,67.14,15.89,15.01,0,0.44,16.18,0.67,0.19
11-01-2016 05:00,2016,1,11,5,951.13,0.05,0.81,21.16,25.28,46.44,11.44,60.25,47.31,0,69.67,15.25,14.87,0.01,0.46,16.32,0.48,0.17
11-01-2016 06:00,2016,1,11,6,951.73,0.09,0.98,21.03,24.84,45.87,11.37,67.22,51.22,0,72.17,14.53,14.61,0.13,0.5,16.3,0.36,0.17
11-01-2016 07:00,2016,1,11,7,952.33,0.23,1.34,20.77,25.11,45.88,11.23,90.36,77.32,0,73.14,14.46,14.77,9.33,0.77,16.25,0.51,0.24
11-01-2016 08:00,2016,1,11,8,952.96,0.5,1.78,21.37,25.31,46.69,11.55,140.19,111.51,0,66.89,16.67,14.89,94.5,1.44,16.46,0.89,0.48
11-01-2016 09:00,2016,1,11,9,953.4,0.54,1.93,21.49,24.8,46.29,11.62,186.16,148.19,0,49.45,22.15,14.59,222.06,1.71,16.75,0.58,0.7
11-01-2016 10:00,2016,1,11,10,953.2,0.87,2.73,21.52,24.33,45.85,11.63,216.19,151.47,0,36.91,26.18,14.31,323.64,3.37,16.99,0.99,1.48
11-01-2016 11:00,2016,1,11,11,952.51,0.69,1.97,21.16,24.66,45.82,11.44,255.51,177.13,0,24.9,30.46,14.5,416.39,3.39,17.33,0.74,1.72
11-01-2016 12:00,2016,1,11,12,951.27,0.44,1.87,21.87,25.5,47.37,11.82,194.8,127.2,0,20.49,32.16,15,446.43,2.88,17.38,1.05,1.32
11-01-2016 13:00,2016,1,11,13,949.8,0.41,1.85,21.83,27.23,49.07,11.8,162.74,84.93,0,17.53,32.72,16.02,437.08,3.13,17.5,1.27,1.48
11-01-2016 14:00,2016,1,11,14,948.79,0.26,1.48,21.34,26.74,48.09,11.54,138.46,52.87,0,13.92,34.62,15.73,392.09,2.5,17.31,0.96,1.21
11-01-2016 15:00,2016,1,11,15,948.24,0.23,1.42,21.38,26.31,47.69,11.55,117.57,46.31,0,13.78,33.71,15.48,299.28,2.07,17.54,1.06,0.99
11-01-2016 16:00,2016,1,11,16,948.26,0.16,1.53,20.89,26.89,47.78,11.29,94.28,44.31,0,15.26,32.24,15.82,180.69,2.23,17.38,0.81,1.07
11-01-2016 17:00,2016,1,11,17,948.43,0.29,3.17,21.11,25.37,46.49,11.41,90.82,54.96,0,22.34,29.09,14.93,55.25,2.94,17.16,0.44,1.48
11-01-2016 18:00,2016,1,11,18,948.84,1.41,7.77,22.11,26.57,48.68,11.95,141.13,84.82,0,37.23,24.63,15.63,3.72,9.57,16.8,0.28,5.01
11-01-2016 19:00,2016,1,11,19,949.8,2.35,9.91,21.79,27.26,49.05,11.78,212.81,149.01,0,45.42,21.87,16.04,0.05,15.34,16.63,0.45,9.13
11-01-2016 20:00,2016,1,11,20,950.74,2.99,7.55,20.35,25.81,46.15,11,265.44,235.03,0,45.62,21.21,15.18,0.11,20.55,16.49,0.46,11.61
11-01-2016 21:00,2016,1,11,21,951.45,1.85,6.99,21.59,25.71,47.3,11.67,230.45,200.95,0,47.46,20.55,15.12,0.1,12.38,16.52,0.28,7.82
11-01-2016 22:00,2016,1,11,22,951.49,1.67,3.22,20.47,25.88,46.35,11.07,222.64,187.78,0,51.75,19.36,15.22,0.16,10.99,16.44,0.31,7.06
11-01-2016 23:00,2016,1,11,23,951.12,0.7,1.61,20.81,24.89,45.7,11.25,171.23,149.91,0,55.93,18.6,14.64,0.06,5.35,16.2,0.74,3.51
12-01-2016 00:00,2016,1,12,0,950.81,0.18,0.98,19.99,25.43,45.42,10.8,109.09,83.99,0,60.05,18.07,14.96,0.01,2.07,16.3,0.73,1.45
12-01-2016 01:00,2016,1,12,1,950.5,0.08,0.84,20.26,26.72,46.98,10.95,81.57,52.6,0,62.88,17.53,15.72,0,1.04,16.37,0.61,0.67
12-01-2016 02:00,2016,1,12,2,949.94,0.06,0.77,20.27,26.94,47.21,10.95,68.96,41.41,0,65.29,17.09,15.85,0,0.73,16.4,0.77,0.44
12-01-2016 03:00,2016,1,12,3,949.36,0.05,0.74,20.42,26.55,46.97,11.04,57.96,40.85,0,66.61,16.55,15.62,0,0.55,16.3,0.76,0.3
12-01-2016 04:00,2016,1,12,4,949.25,0.04,0.72,20.62,26.98,47.59,11.14,64.22,43.55,0,67.43,16.21,15.87,0,0.41,16.31,0.79,0.19
12-01-2016 05:00,2016,1,12,5,949.27,0.04,0.75,20.85,27.33,48.18,11.27,61.07,31.22,0,68.62,15.71,16.08,0.02,0.35,16.36,0.58,0.15
12-01-2016 06:00,2016,1,12,6,949.84,0.08,0.97,21.06,26.79,47.85,11.38,64.11,34.96,0,70.49,15.33,15.75,0.09,0.39,16.33,0.68,0.12
12-01-2016 07:00,2016,1,12,7,950.62,0.21,1.22,21.04,25.76,46.8,11.37,83.9,58.97,0,72.34,14.83,15.15,11.55,0.6,16.32,0.48,0.19
12-01-2016 08:00,2016,1,12,8,951.4,0.39,1.71,20.8,27.02,47.83,11.25,119.22,78.31,0,67.16,16.84,15.9,87.71,1.21,16.4,0.75,0.41
12-01-2016 09:00,2016,1,12,9,951.58,0.45,1.85,20.96,27.2,48.17,11.33,154.76,121.03,0,51.57,21.28,16,202.02,1.8,16.7,0.76,0.72
12-01-2016 10:00,2016,1,12,10,951.27,0.57,2.43,20.94,25.36,46.3,11.32,163.47,117.78,0,36.78,26.65,14.92,315.83,2.87,17.01,0.44,1.35
12-01-2016 11:00,2016,1,12,11,950.53,0.65,2.2,21.27,25.86,47.13,11.5,214.13,160.24,0,22.94,31.21,15.21,407.72,3.84,17.34,0.57,1.88
12-01-2016 12:00,2016,1,12,12,949.38,0.53,1.82,22.38,25.07,47.44,12.09,160.09,93.13,0,19.31,32.42,14.74,437.12,3.77,17.44,0.75,1.75
12-01-2016 13:00,2016,1,12,13,948.03,0.35,1.37,21.52,27.1,48.61,11.63,131.21,68.09,0,14.48,33.97,15.94,450.97,2.64,17.34,1.07,1.17
12-01-2016 14:00,2016,1,12,14,946.97,0.11,0.98,21.36,27.74,49.1,11.55,95.95,37.07,0,13.62,34.45,16.32,393.6,1.59,17.55,0.97,0.77
12-01-2016 15:00,2016,1,12,15,946.48,0.07,1.11,21.11,27.69,48.8,11.41,94.75,37.1,0,13.67,33.68,16.29,300.58,1.18,17.36,1.2,0.54
12-01-2016 16:00,2016,1,12,16,946.17,0.08,1.19,21.15,27.29,48.44,11.43,142.84,57.57,0,15.37,32.3,16.05,192.72,1.37,17.24,0.97,0.61
12-01-2016 17:00,2016,1,12,17,946.47,0.16,1.4,21.34,27.38,48.72,11.53,122.6,55.04,0,21.57,28.74,16.1,66.11,1.96,17.05,1.14,0.86
12-01-2016 18:00,2016,1,12,18,947.15,0.27,1.92,21.44,28.04,49.48,11.59,120.93,46.34,0,31.36,25.38,16.49,4.19,2.93,16.81,0.99,1.47
12-01-2016 19:00,2016,1,12,19,948.02,0.36,1.96,20.22,26.28,46.5,10.93,153.22,70.52,0,36.39,23.82,15.46,0.02,3.4,16.65,0.85,1.93
12-01-2016 20:00,2016,1,12,20,948.98,0.53,4.23,20.12,26.7,46.82,10.87,132.88,78.4,0,43.78,21.73,15.71,0.05,4.02,16.6,0.28,2.31
12-01-2016 21:00,2016,1,12,21,949.57,1.58,6.07,21.3,26.02,47.31,11.51,187.81,143.66,0,48.88,20.56,15.31,0.12,9.2,16.52,0.29,5.24
12-01-2016 22:00,2016,1,12,22,949.64,1.56,4.22,21.21,25.39,46.6,11.46,196.07,154.15,0,53.48,19.53,14.93,0.11,9.83,16.44,0.28,5.95
12-01-2016 23:00,2016,1,12,23,949.37,0.77,1.69,20.98,26.66,47.65,11.34,167.06,127.63,0,57.64,18.66,15.68,0.05,6.15,16.38,0.5,3.82
13-01-2016 00:00,2016,1,13,0,949.1,0.23,1.02,20.2,26.51,46.71,10.92,125.66,88.97,0,59.08,18.12,15.6,0,2.02,16.36,0.71,1.32
13-01-2016 01:00,2016,1,13,1,948.98,0.17,0.85,19.9,26.1,46,10.76,98.28,67.7,0,61.83,17.69,15.35,0,1.01,16.29,0.8,0.58
13-01-2016 02:00,2016,1,13,2,948.73,0.15,0.78,20.39,26.75,47.14,11.02,83.32,43.73,0,62.54,17.23,15.74,0,0.62,16.36,0.66,0.27
13-01-2016 03:00,2016,1,13,3,948.22,0.15,0.75,20.19,28.08,48.27,10.92,85.11,46.76,0,64.71,16.67,16.52,0,0.48,16.17,0.75,0.2
13-01-2016 04:00,2016,1,13,4,948.34,0.13,0.74,20.18,27.27,47.45,10.91,83.53,57.29,0,65.34,16.36,16.04,0,0.39,16.2,0.8,0.15
13-01-2016 05:00,2016,1,13,5,948.61,0.13,0.86,20.12,28.12,48.24,10.87,76.43,58.16,0,68.28,15.42,16.54,0,0.36,16.19,0.34,0.1
13-01-2016 06:00,2016,1,13,6,948.85,0.2,1.02,20.35,28,48.35,11,89.79,57.16,0,70.67,15.12,16.47,0.01,0.58,16.2,0.54,0.15
13-01-2016 07:00,2016,1,13,7,949.55,0.43,1.42,21.05,26.59,47.64,11.38,121.76,89.94,0,71.07,15.31,15.64,11.09,0.8,16.28,0.74,0.2
13-01-2016 08:00,2016,1,13,8,950.4,0.44,1.69,21.03,25.63,46.66,11.37,168.26,115.42,0,66.62,16.74,15.08,76.23,1.46,16.33,0.8,0.43
13-01-2016 09:00,2016,1,13,9,950.76,0.53,1.83,21.22,25.26,46.48,11.47,184.4,140.09,0,52.22,21.14,14.86,204.71,1.78,16.67,0.77,0.68
13-01-2016 10:00,2016,1,13,10,950.5,0.54,2.27,20.54,26.52,47.06,11.11,195.86,135.55,0,35.82,27.25,15.6,321.89,2.41,17.09,0.28,1.03
13-01-2016 11:00,2016,1,13,11,949.71,0.71,2.28,21.46,28.03,49.49,11.6,203.75,141.6,0,28.25,29.52,16.49,384.89,3.72,17.37,1.01,1.67
13-01-2016 12:00,2016,1,13,12,948.49,0.54,2.06,21.78,26.42,48.19,11.77,209.93,131.19,0,23.45,31.23,15.54,414.68,3.26,17.65,1.15,1.51
13-01-2016 13:00,2016,1,13,13,947.26,0.38,1.95,22.01,25.69,47.69,11.9,154.3,101.16,0,21.61,32.54,15.11,402.17,2.75,17.47,0.98,1.31
13-01-2016 14:00,2016,1,13,14,946.26,0.32,1.48,21.64,27.12,48.75,11.7,132.96,82.49,0,18.49,33.37,15.95,341.76,2.85,17.46,0.83,1.34
13-01-2016 15:00,2016,1,13,15,945.46,0.16,1.35,21.61,27.75,49.36,11.68,125.25,68.18,0,18.27,33.46,16.33,277.98,1.64,17.46,0.49,0.7
13-01-2016 16:00,2016,1,13,16,945.27,0.16,1.35,21.81,26.73,48.54,11.79,105.1,46.6,0,15.92,33.48,15.72,176.97,1.39,17.42,0.41,0.58
13-01-2016 17:00,2016,1,13,17,945.57,0.19,2.11,21.56,27.12,48.68,11.65,98.53,47.22,0,26.21,29.11,15.95,64.61,1.99,16.91,0.91,1.02
13-01-2016 18:00,2016,1,13,18,946.51,0.25,1.51,21.34,27.18,48.52,11.53,125.94,63.2,0,36.76,25.33,15.99,5.21,2.78,16.79,1.4,1.71
13-01-2016 19:00,2016,1,13,19,947.45,0.27,2.34,20.19,27.07,47.26,10.91,124.61,74.43,0,42.55,23.74,15.92,0.05,2.44,16.64,0.85,1.26
13-01-2016 20:00,2016,1,13,20,948.27,0.49,2.44,20.1,25.87,45.97,10.86,126.29,84.44,0,49.7,22.01,15.21,0.11,3.37,16.72,0.47,1.91
13-01-2016 21:00,2016,1,13,21,948.7,0.78,2.99,20.71,25.98,46.68,11.19,141.77,103.71,0,52.88,21.12,15.28,0.16,4.69,16.5,0.5,2.51
13-01-2016 22:00,2016,1,13,22,949.09,0.89,2.08,20.33,26.41,46.74,10.99,161.43,126.4,0,56.81,20.33,15.53,0.06,4.95,16.63,0.83,2.78
13-01-2016 23:00,2016,1,13,23,948.91,0.46,1.45,21.17,26.15,47.31,11.44,144.46,107.22,0,60.59,19.22,15.38,0,2.64,16.5,0.56,1.41
